RowId,Source,SourceKey,ItemName,Price,Barcode,OldCategory,Category,BaseProductPosName,Status,Edited,DeletedReason,MergeTargetRowId,MergeTransferredBarcodes,MergeTargetBarcodeBefore,MergeTargetBarcodeAfter,MergeActionTimestamp,ReviewReason
row-174,recipe+odin,debug-source-00174,Grilled Cheese Combo,6.50,DBG00000173,Entrees,Plated Entree,Grld Chz Cmb,pos_ready,false,,,,,,,
row-175,recipe+odin,debug-source-00175,Half Wrap Chips Combo,5.25,DBG00000174,Entrees,Transit Entree,HalfWrapChpsCmb,pos_ready,false,,,,,,,
row-176,recipe+odin,debug-source-00176,Half Wrap Fruit Combo,4.30,DBG00000175,Entrees,,,deleted,false,operator deleted,,,,,,
row-177,recipe+odin,debug-source-00177,Hamburger Combo,6.50,DBG00000176,Entrees,Plated Entree,Burger Cmb,pos_ready,false,,,,,,,
row-178,recipe+odin,debug-source-00178,Honey BBQ Chicken Wrap Combo,6.50,DBG00000177,Entrees,Plated Entree,HnyBbqChkWrapCm,pos_ready,false,,,,,,,
row-179,recipe+odin,debug-source-00179,Jambalaya Combo,6.10,DBG00000178,Entrees,Plated Entree,Jambalaya Cmb,pos_ready,false,,,,,,,
row-180,recipe+odin,debug-source-00180,Loaded Mac & Cheese Bar,6.10,DBG00000179,Entrees,Plated Entree,L Mac & Chz Bar,pos_ready,false,,,,,,,
row-181,recipe+odin,debug-source-00181,Mexican Street Corn Chicken Bowl,6.10,DBG00000180,Entrees,Plated Entree,MxStCornChkBwl,pos_ready,false,,,,,,,
row-182,recipe+odin,debug-source-00182,Pasta Combo,6.10,DBG00000181,Entrees,Plated Entree,Pasta Cmb,pos_ready,false,,,,,,,
row-183,recipe+odin,debug-source-00183,Pepperoni Pizza Combo,6.25,DBG00000182,Entrees,Plated Entree,Pep Pizza Cmb,pos_ready,false,,,,,,,
row-184,recipe+odin,debug-source-00184,Protein Pack Combo,5.75,DBG00000183,Entrees,Transit Entree,Pro Pack Cmb,pos_ready,false,,,,,,,
row-185,recipe+odin,debug-source-00185,Quesadilla Combo,6.50,DBG00000184,Entrees,,,deleted,false,operator deleted,,,,,,
row-186,recipe+odin,debug-source-00186,Red & White Pasta Bar,6.10,DBG00000185,Entrees,Plated Entree,RedWhtPstBar,pos_ready,false,,,,,,,
row-187,recipe+odin,debug-source-00187,Red Beans Combo,6.10,DBG00000186,Entrees,Plated Entree,Red Beans Cmb,pos_ready,false,,,,,,,
row-188,recipe+odin,debug-source-00188,Salad with Chicken Combo,6.25,DBG00000187,Entrees,Plated Entree,Salad Chick Cmb,pos_ready,false,,,,,,,
row-189,recipe,debug-source-00189,Sandwich Topping Bar,,DBG00000188,,,,deleted,false,operator deleted,,,,,,missing category; missing or invalid price
row-190,recipe+odin,debug-source-00190,Sandwich Whole Fruit Combo,5.30,DBG00000189,Entrees,Transit Entree,SandWholeFrtCmb,pos_ready,false,,,,,,,
row-191,recipe+odin,debug-source-00191,Sm MI Combo,5.60,DBG00000190,Entrees,,,deleted,false,operator deleted,,,,,,
row-192,recipe+odin,debug-source-00192,Sweet and Sour Chicken Combo,6.10,DBG00000191,Entrees,Plated Entree,SS Chick Cmb,pos_ready,false,,,,,,,
row-193,recipe+odin,debug-source-00193,Tacos or Taco Bowls!,6.10,DBG00000192,Entrees,Plated Entree,Taco Bwl,pos_ready,false,,,,,,,
row-194,recipe+odin,debug-source-00194,Tenders and Tots Combo,6.50,DBG00000193,Entrees,Plated Entree,TendersTotsCmb,pos_ready,false,,,,,,,
row-195,recipe+odin,debug-source-00195,Top Allergen Free Burger Combo,7.00,DBG00000194,Entrees,,,deleted,false,operator deleted,,,,,,
row-196,recipe+odin,debug-source-00196,Top Allergen Free Cajun Chicken Combo,7.00,DBG00000195,Entrees,,,deleted,false,operator deleted,,,,,,
row-197,recipe+odin,debug-source-00197,Top Allergen Free Chicken Sandwich Combo,7.00,DBG00000196,Entrees,,,deleted,false,operator deleted,,,,,,
row-198,recipe+odin,debug-source-00198,Top Allergen Free Cuban Combo,7.00,DBG00000197,Entrees,,,deleted,false,operator deleted,,,,,,
row-199,recipe+odin,debug-source-00199,Top Allergen Free Greek Chicken Combo,7.00,DBG00000198,Entrees,,,deleted,false,operator deleted,,,,,,
row-200,recipe+odin,debug-source-00200,Top Allergen Free Mexican Chicken Combo,7.00,DBG00000199,Entrees,,,deleted,false,operator deleted,,,,,,
row-201,recipe+odin,debug-source-00201,Top Allergen Free Pulled Pork Combo,7.00,DBG00000200,Entrees,,,deleted,false,operator deleted,,,,,,
row-202,recipe+odin,debug-source-00202,Top Allergen Free Veggie Red Beans Combo,7.00,DBG00000201,Entrees,,,deleted,false,operator deleted,,,,,,
row-203,recipe+odin,debug-source-00203,Top Allergen Free White Beans Combo,7.00,DBG00000202,Entrees,,,deleted,false,operator deleted,,,,,,
row-204,recipe+odin,debug-source-00204,Tossed To Order Caesar Salad Bar,6.10,DBG00000203,Entrees,Plated Entree,Toss CaeSal Bar,pos_ready,false,,,,,,,
row-205,recipe+odin,debug-source-00205,Vegetarian Rice Bowl Bar,4.00,DBG00000204,Soups and Ladles,Rice Bowls,VegRiceBowlBar,pos_ready,false,,,,,,,
row-206,recipe+odin,debug-source-00206,Watermelon Lemonade,2.75,DBG00000205,Beverages,House-made Beverages,,deleted,false,merged into row-944,row-944,DBG00000205,DBG00000219,"DBG00000219,DBG00000205",2026-07-19T00:00:00,operator review; barcode transferred to row-944
row-207,odin,debug-source-00207,Gold Fish,2.00,DBG00000275,Snacks,Packaged Snacks,Gold Fish,pos_ready,false,,,,,,,
row-208,odin,debug-source-00208,Chex Mix,2.00,DBG00000262,Snacks,Packaged Snacks,Chex Mix,pos_ready,false,,,,,,,
row-209,odin,debug-source-00209,Gardettos,2.00,DBG00000274,Snacks,Packaged Snacks,Gardettos,pos_ready,false,,,,,,,
row-210,odin,debug-source-00210,Welch's Fruit Snacks Mixed Berry,2.00,DBG00000504,Snacks,,,deleted,false,operator deleted,,,,,,
row-211,odin,debug-source-00211,Welch's Fruit Snacks Assorted,2.00,DBG00000505,Snacks,,,deleted,false,operator deleted,,,,,,
row-212,odin,debug-source-00212,Sparkling Ice Black Rasp,3.00,DBG00000496,Beverages,Vendor Beverages,Sprk Ice Blck,pos_ready,false,,,,,,,
row-213,odin,debug-source-00213,Sparkling Ice Kiwi Straw,3.00,DBG00000497,Beverages,Vendor Beverages,Sprk Ice KiwiSt,pos_ready,false,,,,,,,
row-214,odin,debug-source-00214,Ozarka Spt Water,2.00,DBG00000506,Beverages,,,deleted,false,operator deleted,,,,,,
row-215,odin,debug-source-00215,Cheez It,2.00,DBG00000260,Snacks,Packaged Snacks,Cheez It,pos_ready,false,,,,,,,
row-216,odin,debug-source-00216,Banjo Classic,4.15,DBG00000232,Ice Cream,Ice Cream,Banjo Clsc,pos_ready,false,,,,,,,
row-217,odin,debug-source-00217,Fudjo Bar,4.15,DBG00000238,Ice Cream,Ice Cream,Fudjo Bar,pos_ready,false,,,,,,,
row-218,odin,debug-source-00218,Orange Blossom Bar,4.15,DBG00000244,Ice Cream,Ice Cream,OrngBlssmBar,pos_ready,false,,,,,,,
row-219,odin,debug-source-00219,Chocolate Eclair Stick,4.15,DBG00000234,Ice Cream,Ice Cream,ChocEclairStick,pos_ready,false,,,,,,,
row-220,odin,debug-source-00220,Strawberry Shortcake Stick,4.15,DBG00000248,Ice Cream,Ice Cream,StrwShrtckStck,pos_ready,false,,,,,,,
row-221,odin,debug-source-00221,Tropikool Mango,4.15,DBG00000251,Ice Cream,Ice Cream,Tropikool Mango,pos_ready,false,,,,,,,
row-222,odin,debug-source-00222,Tropikool Strawberry,4.15,DBG00000252,Ice Cream,Ice Cream,Tropikool Straw,pos_ready,false,,,,,,,
row-223,odin,debug-source-00223,Cotton Candy Ice Cream Cup,4.75,DBG00000236,Ice Cream,Ice Cream,CttnCndyIceCrmC,pos_ready,false,,,,,,,
row-224,odin,debug-source-00224,Midnight Caramel River,4.75,DBG00000243,Ice Cream,Ice Cream,MdnghtCrmlRvr,pos_ready,false,,,,,,,
row-225,odin,debug-source-00225,Polar Bear Choc Chip,4.75,DBG00000246,Ice Cream,Ice Cream,PlrBearChocChip,pos_ready,false,,,,,,,
row-226,odin,debug-source-00226,Polar Bear Cook Crea,4.75,DBG00000247,Ice Cream,Ice Cream,PlrBearCookCrea,pos_ready,false,,,,,,,
row-227,odin,debug-source-00227,Polar Bear Bownie,4.75,DBG00000245,Ice Cream,Ice Cream,PolarBearBownie,pos_ready,false,,,,,,,
row-228,odin,debug-source-00228,Super Cookies and Cream Cone,4.75,DBG00000250,Ice Cream,Ice Cream,SuprCksCrmCone,pos_ready,false,,,,,,,
row-229,odin,debug-source-00229,Ice Cream Sand Mint (Giant),4.15,DBG00000239,Ice Cream,Ice Cream,IceCrmSandMintG,pos_ready,false,,,,,,,
row-230,odin,debug-source-00230,Chocolate Sundae,4.75,DBG00000235,Ice Cream,Ice Cream,Choc Sundae,pos_ready,false,,,,,,,
row-231,odin,debug-source-00231,Strawberry Sundae,4.75,DBG00000249,Ice Cream,Ice Cream,Straw Sundae,pos_ready,false,,,,,,,
row-232,odin,debug-source-00232,Dulce de leche,4.75,DBG00000237,Ice Cream,Ice Cream,Dulce De Leche,pos_ready,false,,,,,,,
row-233,odin,debug-source-00233,Ice Cream Sand Vanilla (Giant),4.15,DBG00000240,Ice Cream,Ice Cream,IceCrmSandVnllG,pos_ready,false,,,,,,,
row-234,odin,debug-source-00234,Incredible Ice Cherry,3.50,DBG00000242,Desserts/Snacks,Ice Cream,IncrdbIceChrry,pos_ready,false,,,,,,,
row-235,odin,debug-source-00235,Incredible Cone,4.75,DBG00000241,Ice Cream,Ice Cream,Incredible Cone,pos_ready,false,,,,,,,
row-236,odin,debug-source-00236,MM Peach,3.00,DBG00000477,Beverages,Vendor Beverages,Mm Peach,pos_ready,false,,,,,,,
row-237,odin,debug-source-00237,MM Tropical,3.00,DBG00000479,Beverages,Vendor Beverages,Mm Tropical,pos_ready,false,,,,,,,
row-238,odin,debug-source-00238,MinuteMd Berry Punch,3.00,DBG00000507,Beverages,,,deleted,false,operator deleted,,,,,,
row-239,odin,debug-source-00239,Juice Pineapple Orange,3.25,DBG00000473,Beverages,Vendor Beverages,JuicPineOran,pos_ready,true,,,,,,,
row-240,odin,debug-source-00240,Juice Cranberry Grape,3.25,DBG00000471,Beverages,Vendor Beverages,JuicCranGrap,pos_ready,true,,,,,,,
row-241,odin,debug-source-00241,MM Lemonade,3.00,DBG00000476,Beverages,Vendor Beverages,Mm Lemonade,pos_ready,false,,,,,,,
row-242,odin,debug-source-00242,MM Fruit Punch,3.00,DBG00000474,Beverages,Vendor Beverages,Mm Frt Punch,pos_ready,true,,,,,,,
row-243,odin,debug-source-00243,MM Pink Lemond,3.00,DBG00000478,Beverages,Vendor Beverages,Mm Pink Lemond,pos_ready,true,,,,,,,
row-244,odin,debug-source-00244,Juice Apple,3.25,DBG00000470,Beverages,Vendor Beverages,Juice Apple,pos_ready,true,,,,,,,
row-245,odin,debug-source-00245,Juice Orange,3.25,DBG00000472,Beverages,Vendor Beverages,Juice Orange,pos_ready,true,,,,,,,
row-246,odin,debug-source-00246,MM Kiwi Straw,3.00,DBG00000475,Beverages,Vendor Beverages,Mm Kiwi Straw,pos_ready,false,,,,,,,
row-247,odin,debug-source-00247,Aguas Fresca Strawberry,2.75,DBG00000508,Beverages,,,deleted,false,operator deleted,,,,,,
row-248,odin,debug-source-00248,Aguas Fresca Mango,2.75,DBG00000509,Beverages,,,deleted,false,operator deleted,,,,,,
row-249,odin,debug-source-00249,Fudge Stripes,2.00,DBG00000273,Snacks,Packaged Snacks,Fudge Stripes,pos_ready,false,,,,,,,
row-250,odin,debug-source-00250,Lays Sour Cream 1.5 oz,2.00,DBG00000280,Snacks,Packaged Snacks,LS Cream 1 5 Oz,pos_ready,false,,,,,,,
row-251,odin,debug-source-00251,Lays BBQ,2.00,DBG00000279,Snacks,Packaged Snacks,Lays Bbq,pos_ready,false,,,,,,,
row-252,odin,debug-source-00252,Miss Vickies Sea Salt,2.00,DBG00000283,Snacks,Packaged Snacks,MissVcksSeaSalt,pos_ready,false,,,,,,,
row-253,odin,debug-source-00253,Ms. Vickie BBQ,3.00,DBG00000286,Beverages,Packaged Snacks,Ms Vickie Bbq,pos_ready,false,,,,,,,
row-254,odin,debug-source-00254,Miss Vickies Salt Vinegar,2.00,DBG00000282,Snacks,Packaged Snacks,MissVcksSaltVng,pos_ready,false,,,,,,,
row-255,odin,debug-source-00255,Miss Vickies Jalapeno,2.00,DBG00000281,Snacks,Packaged Snacks,MissVickiesJal,pos_ready,false,,,,,,,
row-256,odin,debug-source-00256,Smartfood Popcorn,2.00,DBG00000294,Snacks,Packaged Snacks,SmrtfdPpcrn,pos_ready,false,,,,,,,
row-257,odin,debug-source-00257,Pretzels Roll Gold,2.00,DBG00000292,Snacks,Packaged Snacks,PrtzlsRollGold,pos_ready,false,,,,,,,
row-258,odin,debug-source-00258,Chesters Hot Fries,2.00,DBG00000510,Snacks,,,deleted,false,operator deleted,,,,,,
row-259,odin,debug-source-00259,Flaming Cheetos,2.00,DBG00000270,Snacks,Packaged Snacks,Flaming Cheetos,pos_ready,false,,,,,,,
row-260,odin,debug-source-00260,Fritos BBQ Twist,2.00,DBG00000271,Snacks,Packaged Snacks,FritosBbqTwist,pos_ready,false,,,,,,,
row-261,odin,debug-source-00261,Doritos Cool Ranch,2.00,DBG00000263,Snacks,Packaged Snacks,DrtsCoolRnch,pos_ready,false,,,,,,,
row-262,odin,debug-source-00262,Doritos Nacho,2.00,DBG00000264,Snacks,Packaged Snacks,Doritos Nacho,pos_ready,false,,,,,,,
row-263,odin,debug-source-00263,Regular Lays Chips,2.00,DBG00000293,Snacks,Packaged Snacks,RglrLaysChps,pos_ready,false,,,,,,,
row-264,odin,debug-source-00264,Welch's Fruit Snacks - Mixed,2.00,DBG00000296,Snacks,Packaged Snacks,WlchSFrtSncksMx,pos_ready,false,,,,,,,
row-265,odin,debug-source-00265,Nutrigrain Bar Ap Cin,2.00,DBG00000287,Snacks,Packaged Snacks,NtrgrnBarApCin,pos_ready,false,,,,,,,
row-266,odin,debug-source-00266,Nutrigrain Bar Blue,2.00,DBG00000288,Snacks,Packaged Snacks,NtrgrnBarBlue,pos_ready,false,,,,,,,
row-267,odin,debug-source-00267,Nutrigrain Bar Straw,2.00,DBG00000289,Snacks,Packaged Snacks,NtrgrnBarStrw,pos_ready,false,,,,,,,
row-268,odin,debug-source-00268,Treat Rice Krispie,2.00,DBG00000295,Beverages,Packaged Snacks,TrtRiceKrsp,pos_ready,false,,,,,,,
row-269,odin,debug-source-00269,Oreo Mini - 3 oz,2.00,DBG00000291,Snacks,Packaged Snacks,Oreo Mini 3 Oz,pos_ready,false,,,,,,,
row-270,odin,debug-source-00270,Oreos Mini,2.00,DBG00000511,Snacks,,,deleted,false,operator deleted,,,,,,
row-271,odin,debug-source-00271,Belvita Blueberry,2.00,DBG00000258,Snacks,Packaged Snacks,BlvtBlbrry,pos_ready,false,,,,,,,
row-272,odin,debug-source-00272,Fig Bar Raspberry,2.00,DBG00000268,Snacks,Packaged Snacks,FigBarRaspberry,pos_ready,false,,,,,,,
row-273,odin,debug-source-00273,Fig Bar Apple Cinnamon,2.00,DBG00000265,Snacks,Packaged Snacks,FigBarAppleCin,pos_ready,false,,,,,,,
row-274,odin,debug-source-00274,Fig Bar Blueberry,2.00,DBG00000266,Desserts/Snacks,Packaged Snacks,FigBarBlueberry,pos_ready,true,,,,,,,
row-275,odin,debug-source-00275,Fig Bar Peach Apricot,2.00,DBG00000267,Desserts/Snacks,Packaged Snacks,FigBarPchAprct,pos_ready,true,,,,,,,
row-276,odin,debug-source-00276,Fig Bar Strawberry,2.00,DBG00000269,Desserts/Snacks,Packaged Snacks,Fig Bar Straw,pos_ready,true,,,,,,,
row-277,odin,debug-source-00277,Powerade Lemon Lime,3.00,DBG00000486,Beverages,Vendor Beverages,PwrdLmnLime,pos_ready,false,,,,,,,
row-278,odin,debug-source-00278,Powerade Fruit Punch,3.00,DBG00000485,Beverages,Vendor Beverages,PwrdFrtPnch,pos_ready,false,,,,,,,
row-279,odin,debug-source-00279,Powerade Berry Blast,3.00,DBG00000484,Beverages,Vendor Beverages,PwrdBrryBlst,pos_ready,false,,,,,,,
row-280,odin,debug-source-00280,Powerade Orange,3.00,DBG00000487,Beverages,Vendor Beverages,Pwrd Orange,pos_ready,false,,,,,,,
row-281,odin,debug-source-00281,Powerade Zero Grape,3.00,DBG00000493,Beverages,Vendor Beverages,PwrdZeroGrp,pos_ready,false,,,,,,,
row-282,odin,debug-source-00282,Powerade Zero Berry,3.00,DBG00000492,Beverages,Vendor Beverages,PwrdZeroBrry,pos_ready,false,,,,,,,
row-283,odin,debug-source-00283,Powerade Grape,3.00,DBG00000512,Beverages,,,deleted,false,operator deleted,,,,,,
row-284,odin,debug-source-00284,Peace Tea Caddy,2.95,DBG00000480,Beverages,Vendor Beverages,Peace Tea Caddy,pos_ready,false,,,,,,,
row-285,odin,debug-source-00285,Peace Tea Peach,2.95,DBG00000481,Beverages,Vendor Beverages,Peace Tea Peach,pos_ready,false,,,,,,,
row-286,odin,debug-source-00286,Peace Tea Raspberry,2.95,DBG00000482,Beverages,Vendor Beverages,PcTeaRspbrr,pos_ready,false,,,,,,,
row-287,odin,debug-source-00287,Peace Tea Snoberry,2.95,DBG00000483,Beverages,Vendor Beverages,PcTeaSnbrry,pos_ready,false,,,,,,,
row-288,odin,debug-source-00288,Powerade Water Mt Blue,3.25,DBG00000488,Beverages,Vendor Beverages,PwrdWtrMtBlue,pos_ready,true,,,,,,,
row-289,odin,debug-source-00289,Powerade Water St Kiwi,3.25,DBG00000489,Beverages,Vendor Beverages,PwrdWtrStKiwi,pos_ready,true,,,,,,,
row-290,odin,debug-source-00290,Powerade Water TropPA,3.25,DBG00000490,Beverages,Vendor Beverages,PwrdWtrTrpp,pos_ready,true,,,,,,,
row-291,odin,debug-source-00291,Powerade Water WMelon,3.25,DBG00000491,Beverages,Vendor Beverages,PwrdWtrWmln,pos_ready,true,,,,,,,
row-292,odin,debug-source-00292,Pure Life Water - 23.7 fl oz,2.00,DBG00000495,Beverages,Vendor Beverages,PureLifeWtr237F,pos_ready,true,,,,,,,
row-293,odin,debug-source-00293,Pure Life Water - 16.9 fl oz,1.60,DBG00000494,Beverages,Vendor Beverages,PureLifeWtr169F,pos_ready,true,,,,,,,
row-294,odin,debug-source-00294,Hello Panda Chocolate,2.00,DBG00000513,Snacks,,,deleted,false,operator deleted,,,,,,
row-295,odin,debug-source-00295,Luigis Lemon Ital Ice,3.50,DBG00000514,Ice Cream,,,deleted,false,operator deleted,,,,,,
row-296,odin,debug-source-00296,Luigis Strawberry Ital Ice,3.50,DBG00000515,Ice Cream,,,deleted,false,operator deleted,,,,,,
row-297,odin,debug-source-00297,Arrezzio Lemon Italian Ice,3.50,DBG00000230,Ice Cream,Ice Cream,Arz Lmn IT Ice,pos_ready,false,,,,,,,
row-298,odin,debug-source-00298,Arrezzio Strawberry Italian Ice,3.50,DBG00000231,Ice Cream,Ice Cream,Arz Strw IT Ice,pos_ready,false,,,,,,,
row-299,odin,debug-source-00299,Mangia Entree,4.99,,Entrees,,,deleted,false,operator deleted,,,,,,missing barcode
row-300,odin,debug-source-00300,Regular Ice Cream,3.50,,Ice Cream,,,deleted,false,operator deleted,,,,,,missing barcode
row-301,odin,debug-source-00301,BBQ Beef Sandwich,4.25,,Sandwiches,,,deleted,false,operator deleted,,,,,,missing barcode
row-302,odin,debug-source-00302,Loaded Baked Potato,4.95,,Salads and Sides,,,deleted,false,operator deleted,,,,,,missing barcode
row-303,odin,debug-source-00303,JESUIT BAKE POTATO,4.50,,Salads and Sides,,,deleted,false,operator deleted,,,,,,missing barcode
row-304,odin,debug-source-00304,Add Catfish,1.50,,Misc,,,deleted,false,operator deleted,,,,,,missing barcode
row-305,odin,debug-source-00305,Jalapeno Poppers,3.00,,Salads and Sides,,,deleted,false,operator deleted,,,,,,missing barcode
row-306,odin,debug-source-00306,Salad  With Meat,6.25,,Entrees,,,deleted,false,operator deleted,,,,,,missing barcode; missing category
row-307,odin,debug-source-00307,Granola/ Cereal Bar,2.00,,Desserts/Snacks,,,deleted,false,operator deleted,,,,,,missing barcode
row-308,odin,debug-source-00308,Mozz Sticks,3.50,,Salads and Sides,,,deleted,false,operator deleted,,,,,,missing barcode
row-309,odin,debug-source-00309,Seasoning 1,4.00,,Entrees,,,deleted,false,operator deleted,,,,,,missing barcode; missing category
row-310,odin,debug-source-00310,Chicken Sub,4.00,,Sandwiches,,,deleted,false,operator deleted,,,,,,missing barcode
row-311,odin,debug-source-00311,add Shrimp,1.25,,Misc,,,deleted,false,operator deleted,,,,,,missing barcode
row-312,odin,debug-source-00312,Boxed Lunch,4.50,,Entrees,,,deleted,false,operator deleted,,,,,,missing barcode
row-313,odin,debug-source-00313,Veg Plate,4.75,,Entrees,,,deleted,false,operator deleted,,,,,,missing barcode; missing category
row-314,odin,debug-source-00314,Seasoning 2,6.25,DBG00000516,Entrees,,,deleted,false,operator deleted,,,,,,
row-315,odin,debug-source-00315,Popcorn,1.25,,Misc,,,deleted,false,operator deleted,,,,,,missing barcode
row-316,odin,debug-source-00316,Specialty Dessrt,2.50,,Desserts/Snacks,,,deleted,false,operator deleted,,,,,,missing barcode; missing category
row-317,odin,debug-source-00317,Hamburger Combo,4.75,,Entrees,,,deleted,false,operator deleted,,,,,,missing barcode
row-318,odin,debug-source-00318,Chicken Tender Combo,6.50,,Entrees,,,deleted,false,operator deleted,,,,,,missing barcode
row-319,odin,debug-source-00319,Taco Salad,4.50,,Transit,,,deleted,false,operator deleted,,,,,,missing barcode
row-320,odin,debug-source-00320,Coffee Airpot,3.50,,Beverages,,,deleted,false,operator deleted,,,,,,missing barcode
row-321,odin,debug-source-00321,Grilled Chicken Caesar,5.50,,Transit,,,deleted,false,operator deleted,,,,,,missing barcode
row-322,odin,debug-source-00322,EMPLOYEE BRKFST,0.00,,Misc,,,deleted,false,operator deleted,,,,,,missing barcode
row-323,odin,debug-source-00323,Boxed Lunch,5.50,,Entrees,,,deleted,false,operator deleted,,,,,,missing barcode
row-324,odin,debug-source-00324,Vegetable/Starch Side,2.70,,Entrees,,,deleted,false,operator deleted,,,,,,missing barcode
row-325,odin,debug-source-00325,Italian Club,4.00,,Sandwiches,,,deleted,false,operator deleted,,,,,,missing barcode
row-326,odin,debug-source-00326,ICE CREAM BAR,1.25,,Misc,,,deleted,false,operator deleted,,,,,,missing barcode
row-327,odin,debug-source-00327,Crossroads Combo,6.50,DBG00000335,Entrees,Plated Entree,Crossroads Cmb,pos_ready,false,,,,,,,
row-328,odin,debug-source-00328,Small Hummus Cup,3.25,,Transit,,,deleted,false,operator deleted,,,,,,missing barcode
row-329,odin,debug-source-00329,Large Sub Combo,6.75,,Entrees,,,deleted,false,operator deleted,,,,,,missing barcode
row-330,odin,debug-source-00330,Jalapeno Poppers,3.00,,Salads and Sides,,,deleted,false,operator deleted,,,,,,missing barcode
row-331,odin,debug-source-00331,Bodyarmor,4.75,,Beverages,,,deleted,false,operator deleted,,,,,,missing barcode
row-332,odin,debug-source-00332,Tamales DZ,12.95,,Sandwiches,,,deleted,false,operator deleted,,,,,,missing barcode
row-333,odin,debug-source-00333,Monterey Bacon Chicken,3.25,,Sandwiches,,,deleted,false,operator deleted,,,,,,missing barcode
row-334,odin,debug-source-00334,ADULT BRKFST MILK,0.00,,Misc,,,deleted,false,operator deleted,,,,,,missing barcode
row-335,odin,debug-source-00335,Peach Mango Tea,2.75,DBG00000517,Beverages,,,deleted,false,operator deleted,,,,,,
row-336,odin,debug-source-00336,CONTRACT LUNCH #3,0.00,,Misc,,,deleted,false,operator deleted,,,,,,missing barcode
row-337,odin,debug-source-00337,CONTRACT LUNCH #4,0.00,,Misc,,,deleted,false,operator deleted,,,,,,missing barcode
row-338,odin,debug-source-00338,FREE MID SNACK,0.00,,Misc,,,deleted,false,operator deleted,,,,,,missing barcode
row-339,odin,debug-source-00339,CONTRACT SNACK #3,0.00,,Misc,,,deleted,false,operator deleted,,,,,,missing barcode
row-340,odin,debug-source-00340,CONTRACT SNACK #4,0.00,,Misc,,,deleted,false,operator deleted,,,,,,missing barcode
row-341,odin,debug-source-00341,Chocolate Mousse,3.75,DBG00000518,Desserts/Snacks,,,deleted,false,operator deleted,,,,,,
row-342,odin,debug-source-00342,Test Item,1.50,,Beverages,,,deleted,false,operator deleted,,,,,,missing barcode
row-343,odin,debug-source-00343,MISC $3.00,3.02,,Misc,,,deleted,false,operator deleted,,,,,,missing barcode
row-344,odin,debug-source-00344,Onion Rings,2.70,,Salads and Sides,,,deleted,false,operator deleted,,,,,,missing barcode
row-345,odin,debug-source-00345,Carnival Corn Dogs,4.75,DBG00000322,Entrees,Plated Entree,CrnvlCornDogs,pos_ready,false,,,,,,,
row-346,odin,debug-source-00346,Corn Dog Combo,6.50,DBG00000333,Entrees,Plated Entree,Corn Dog Cmb,pos_ready,false,,,,,,,
row-347,odin,debug-source-00347,Latte,4.70,,Beverages,,,deleted,false,operator deleted,,,,,,missing barcode
row-348,odin,debug-source-00348,Waffle,2.50,,Breakfast,,,deleted,false,operator deleted,,,,,,missing barcode; missing category
row-349,odin,debug-source-00349,Belvita,2.00,,Desserts/Snacks,,,deleted,false,operator deleted,,,,,,missing barcode
row-350,odin,debug-source-00350,Premium Dessert,3.50,,Desserts/Snacks,,,deleted,false,operator deleted,,,,,,missing barcode
row-351,odin,debug-source-00351,Smart H2O,3.25,,Beverages,,,deleted,false,operator deleted,,,,,,missing barcode
row-352,odin,debug-source-00352,Sushi,2.75,,Sandwiches,,,deleted,false,operator deleted,,,,,,missing barcode
row-353,odin,debug-source-00353,MM Lemonade,3.00,,Beverages,,,deleted,false,operator deleted,,,,,,missing barcode; missing category
row-354,odin,debug-source-00354,Lemonade Popping,3.50,,Beverages,,,deleted,false,operator deleted,,,,,,missing barcode; missing category
row-355,odin,debug-source-00355,ADULT SNACK,0.00,,Misc,,,deleted,false,operator deleted,,,,,,missing barcode
row-356,odin,debug-source-00356,Pasta Alfredo,5.05,DBG00000519,Entrees,,,deleted,false,operator deleted,,,,,,
row-357,odin,debug-source-00357,ADULT SNACK MILK,0.00,,Misc,,,deleted,false,operator deleted,,,,,,missing barcode
row-358,odin,debug-source-00358,Tuna Cup,2.25,,Transit,,,deleted,false,operator deleted,,,,,,missing barcode
row-359,odin,debug-source-00359,Chili-Cheese Fries,4.25,DBG00000520,Entrees,,,deleted,false,operator deleted,,,,,,
row-360,odin,debug-source-00360,Pulled Pork Sandwich,4.25,DBG00000521,Entrees,,,deleted,false,operator deleted,,,,,,
row-361,odin,debug-source-00361,Main Ingredient Combo,6.10,DBG00000351,Entrees,Plated Entree,MainIngrdnCmb,pos_ready,false,,,,,,,
row-362,odin,debug-source-00362,Chicken Club Salad,6.00,DBG00000522,Transit,,,deleted,false,operator deleted,,,,,,
row-363,odin,debug-source-00363,Mott's Mixed Berry,2.00,DBG00000285,Snacks,Packaged Snacks,MottSMixedBerry,pos_ready,false,,,,,,,
row-364,odin,debug-source-00364,NO ID,0.00,DBG00000253,No Dept Category,Misc Operation,No Id,pos_ready,false,,,,,,,
row-365,odin,debug-source-00365,Garden Salad with Ham,6.00,DBG00000523,Transit,,,deleted,false,operator deleted,,,,,,
row-366,odin,debug-source-00366,Turkey and Cheese Sub,4.25,DBG00000524,Sandwiches,,,deleted,false,operator deleted,,,,,,
row-367,odin,debug-source-00367,Chicken Cheese Steak,4.00,,Sandwiches,,,deleted,false,operator deleted,,,,,,missing barcode
